Allocated computing node compute-641-20
Eth Network

Running for COO Matrix Size 1024 x 1024
Running for Vector Size  1024
For each PPN we made 5 time measurements and each value presented on the following table are the median of them.

PPN, Total Time BCast,		Total Time MPI_Send,	Total Time MPI_Recv,	Computation Total Time, Slowest Process Time
2, 0.061988830566, 1.779794692993, 1.132726669312, 0.560998916626, 1.784086227417
4, 4.398107528687, 1.791000366211, 2.953052520752, 0.548124313354, 1.792192459106
6, 0.092983245850, 1.800775527954, 4.756212234497, 0.535726547241, 1.802921295166
8, 0.100851058960, 1.857042312622, 6.798267364502, 0.526666641235, 1.860141754150
10, 0.112771987915, 2.088069915771, 8.996009826660, 0.533342361450, 2.092123031616
12, 0.116825103760, 2.289056777954, 11.736869812012, 0.520944595337, 2.294063568115
14, 0.132083892822, 2.369880676270, 14.303207397461, 0.541925430298, 2.374887466431
16, 0.145196914673, 2.501964569092, 17.491579055786, 0.554084777832, 2.507925033569
18, 0.164985656738, 2.792835235596, 23.419380187988, 0.748634338379, 2.796888351440
20, 0.185966491699, 2.868890762329, 27.302742004395, 0.800132751465, 2.886056900024
22, 0.217914581299, 2.972126007080, 32.126188278198, 0.826597213745, 2.986192703247
24, 0.178098678589, 3.392934799194, 39.278745651245, 0.917911529541, 3.401994705200
26, 0.177860260010, 21.414995193481, 305.404186248779, 0.804424285889, 21.435976028442
28, 6.233215332031, 60.057878494263, 968.158245086670, 0.783443450928, 60.076951980591
30, 0.216960906982, 21.537065505981, 417.823553085327, 0.901937484741, 21.543979644775
32, 10.972023010254, 20.661830902100, 396.794557571411, 0.922203063965, 20.670890808105
34, 0.275135040283, 19.742965698242, 281.175851821899, 0.858783721924, 21.684169769287
36, 0.373125076294, 12.304067611694, 754.320383071899, 0.834226608276, 35.723924636841
38, 0.278949737549, 23.336887359619, 671.180009841919, 0.834941864014, 36.965131759644
40, 0.279903411865, 22.498130798340, 418.623447418213, 0.773429870605, 27.585983276367
42, 0.257968902588, 96.499919891357, 3488.883972167969, 0.792741775513, 119.367837905884
44, 0.264883041382, 27.497053146362, 779.661655426025, 0.777006149292, 31.333923339844
46, 0.302076339722, 67.241191864014, 1661.301374435425, 0.794172286987, 80.328941345215
48, 0.281095504761, 49.320936203003, 1916.205167770386, 0.829935073853, 62.633991241455
50, 1.537084579468, 353.979825973511, 12062.981843948364, 10.821104049683, 357.506036758423
52, 0.262022018433, 71.553945541382, 2514.448642730713, 0.805854797363, 83.569049835205
54, 0.260114669800, 33.092975616455, 1053.465127944946, 0.867366790771, 35.936832427979
56, 0.262975692749, 64.245939254761, 2258.786916732788, 0.901699066162, 66.045045852661
58, 0.270128250122, 61.468839645386, 2240.918159484863, 0.826120376587, 80.538034439087
60, 0.286102294922, 45.231103897095, 1960.934162139893, 0.856161117554, 57.585000991821
62, 0.252962112427, 88.234186172485, 3209.987163543701, 0.885486602783, 90.759992599487
64, 0.253915786743, 108.519077301025, 4782.235145568848, 0.854969024658, 128.091812133789
