Running for COO Matrix Size 2048 x 2048
Running for Vector Size  2048
For each PPN we made 5 time measurements and each value presented on the following table are the median of them.

PPN, Total Time Bcast, Total Time MPI_Send, Total Time MPI_Recv, Computation Total Time, Slowest Process Time
65, 0.123977661133, 124.977111816406, 3586.498498916626, 13.417005538940, 127.208948135376
67, 0.090837478638, 133.406162261963, 3660.363674163818, 3.338336944580, 135.254859924316
69, 0.086784362793, 106.200933456421, 3171.983957290649, 3.279685974121, 111.781835556030
71, 0.089168548584, 156.651020050049, 4460.453987121582, 13.555526733398, 158.190965652466
73, 0.088930130005, 175.380945205688, 8467.160940170288, 3.304719924927, 189.242124557495
75, 0.088930130005, 108.108043670654, 5040.977716445923, 3.243207931519, 136.329889297485
77, 0.090122222900, 130.247116088867, 5940.706014633179, 3.234148025513, 150.110006332397
79, 0.085115432739, 144.636154174805, 4844.830751419067, 3.399133682251, 152.737855911255
81, 0.091075897217, 109.063863754272, 4915.538787841797, 3.401994705200, 130.547046661377
83, 0.088930130005, 133.177042007446, 5137.027025222778, 3.312826156616, 144.742012023926
85, 0.094890594482, 124.258995056152, 4710.347652435303, 3.364086151123, 132.502079010010
87, 0.081777572632, 131.803989410400, 6264.083147048950, 3.315448760986, 152.828931808472
89, 0.093936920166, 121.399164199829, 5990.556716918945, 3.418922424316, 146.409034729004
91, 0.088214874268, 134.404897689819, 6384.142398834229, 3.486871719360, 140.481948852539
93, 0.106096267700, 139.724016189575, 6808.960199356079, 3.575086593628, 152.487039566040
95, 0.088930130005, 141.042947769165, 6937.891960144043, 3.592491149902, 168.083190917969
