Running for COO Matrix Size 4096 x 4096
Running for Vector Size  4096
For each PPN we made 5 time measurements and each value presented on the following table are the median of them.

PPN, Total Time Bcast, Total Time MPI_Send, Total Time MPI_Recv, Computation Total Time, Slowest Process Time
65, 0.099182128906, 367.226839065552, 8332.094430923462, 13.645887374878, 371.241807937622
67, 0.092983245850, 352.380990982056, 8122.689247131348, 13.308048248291, 362.955093383789
69, 0.104904174805, 380.861997604370, 9155.163764953613, 13.092994689941, 385.777950286865
71, 0.101089477539, 378.108024597168, 9047.718048095703, 12.921571731567, 380.222797393799
73, 0.122070312500, 386.708974838257, 9604.692935943604, 13.059616088867, 388.176202774048
75, 0.100135803223, 399.849891662598, 10410.023212432861, 12.822389602661, 399.939775466919
77, 0.100135803223, 375.468969345093, 9796.042442321777, 13.197660446167, 376.592874526978
79, 0.138044357300, 415.529012680054, 12232.102155685425, 13.019800186157, 415.676116943359
81, 0.136137008667, 401.165008544922, 11830.360174179077, 12.916564941406, 406.935930252075
83, 0.117778778076, 409.304141998291, 12124.305963516235, 13.283729553223, 411.934137344360
85, 0.102996826172, 428.217172622681, 12358.486175537109, 13.238191604614, 428.436040878296
87, 0.118970870972, 463.840961456299, 15335.238933563232, 13.474225997925, 469.477891921997
89, 0.095129013062, 497.720956802368, 18090.077638626099, 13.242959976196, 504.014968872070
91, 0.136137008667, 492.412090301514, 17944.641828536987, 13.498067855835, 492.588043212891
93, 0.112056732178, 549.170017242432, 21762.288570404053, 13.453245162964, 571.171045303345
95, 0.112056732178, 502.207994461060, 18736.204624176025, 13.500690460205, 503.803968429565
