Allocated computing node: compute-641-7
Eth Network

Running for COO Matrix Size: 1024 x 1024 Running for Vector Size : 1024 For each PPN we made 5 time measurements and each value presented on the following table are the median of them Times in milliseconds

PPN, Total Time Bcast, Total Time MPI_Send, Total Time MPI_Recv, Computation Total Time, Slowest Process Time
97, 0.056982040405, 105.009078979492, 4496.447563171387, 0.929832458496, 105.693101882935
99, 0.050067901611, 82.859992980957, 4560.762405395508, 0.890254974365, 100.622892379761
101, 0.056028366089, 115.614891052246, 5412.932872772217, 0.924587249756, 117.050886154175
103, 0.054121017456, 163.625955581665, 7323.432922363281, 0.881195068359, 164.983987808228
105, 0.058174133301, 114.208936691284, 6626.953601837158, 0.881671905518, 122.202157974243
107, 0.056982040405, 129.543781280518, 7004.779815673828, 0.890731811523, 130.808115005493
109, 0.059127807617, 142.842769622803, 8948.597192764282, 0.854015350342, 150.887966156006
111, 0.077009201050, 107.290983200073, 5005.486011505127, 0.879287719727, 116.846084594727
113, 0.050783157349, 151.366949081421, 11636.203050613403, 0.880956649780, 155.488967895508
115, 0.054836273193, 108.670949935913, 6670.361042022705, 0.884532928467, 109.731197357178
117, 0.054836273193, 138.946056365967, 7000.839948654175, 0.864028930664, 149.060010910034
119, 0.051021575928, 190.441131591797, 11553.605079650879, 0.873327255249, 223.327875137329
121, 0.054836273193, 144.404172897339, 11190.583705902100, 0.904083251953, 154.623031616211
123, 0.051975250244, 102.272033691406, 6994.893312454224, 0.917911529541, 112.536191940308
125, 0.051021575928, 123.235940933228, 6974.120140075684, 0.897884368896, 124.397993087769
127, 0.055074691772, 140.475988388062, 9048.631668090820, 0.908613204956, 151.077985763550
