Running for COO Matrix Size: 4096 x 4096 Running for Vector Size : 4096 For each PPN we made 5 time measurements and each value presented on the following table are the median of them Times in milliseconds

PPN, Total Time Bcast, Total Time MPI_Send, Total Time MPI_Recv, Computation Total Time, Slowest Process Time
97, 0.097036361694, 435.060977935791, 15318.155050277710, 23.833036422729, 437.253952026367
99, 0.118970870972, 485.374927520752, 18353.632926940918, 13.443231582642, 497.411012649536
101, 0.138998031616, 497.081995010376, 18511.007070541382, 13.490200042725, 499.032974243164
103, 0.100851058960, 452.446937561035, 18421.542167663574, 13.459444046021, 456.515073776245
105, 0.111103057861, 556.113004684448, 21331.169605255127, 13.326883316040, 567.581892013550
107, 0.107049942017, 475.308895111084, 21119.243860244751, 13.260126113892, 477.134943008423
109, 0.121116638184, 489.038944244385, 23645.787000656128, 13.135910034180, 490.941047668457
111, 0.103950500488, 518.543004989624, 22019.657850265503, 13.327121734619, 518.636941909790
113, 0.113964080811, 462.255954742432, 21808.678150177002, 23.442506790161, 468.751907348633
115, 0.103950500488, 521.299839019775, 24083.334922790527, 13.242006301880, 529.546022415161
117, 0.106096267700, 480.462074279785, 22965.704679489136, 13.334989547729, 482.819080352783
119, 0.129938125610, 491.424083709717, 25142.525672912598, 13.445138931274, 503.305912017822
121, 0.102043151855, 500.808954238892, 26086.586713790894, 13.789415359497, 506.889104843140
123, 0.097036361694, 491.340875625610, 24920.009613037109, 13.750553131104, 493.556022644043
125, 0.116109848022, 488.961935043335, 25611.621856689453, 23.785829544067, 497.032880783081
127, 0.103950500488, 493.077039718628, 25956.810474395752, 13.896465301514, 495.365858078003
