Running for COO Matrix Size 4096 x 4096
Running for Vector Size 4096
For each PPN we made 5 time measurements and each value presented on the following table are the median of them.

PPN, Total Time BCast,		Total Time MPI_Send,	Total Time MPI_Recv,	Computation Total Time, Slowest Process Time
2, 0.344991683960, 11.039018630981, 45.947074890137, 7.435083389282, 53.382158279419
4, 0.393152236938, 11.568069458008, 62.547922134399, 2.772092819214, 28.634071350098
6, 0.177860260010, 11.942148208618, 83.724021911621, 1.538753509521, 25.528907775879
8, 0.213146209717, 11.887311935425, 102.375507354736, 1.039505004883, 23.648977279663
10, 0.203132629395, 12.620687484741, 118.132114410400, 0.800132751465, 22.783041000366
12, 0.220060348511, 13.390302658081, 141.453981399536, 0.665664672852, 23.062944412231
14, 0.241041183472, 13.719558715820, 161.689043045044, 0.558137893677, 22.882938385010
16, 0.267028808594, 13.984918594360, 184.121608734131, 0.488519668579, 22.929906845093
18, 0.308990478516, 14.117479324341, 213.394403457642, 0.850200653076, 23.059129714966
20, 0.310897827148, 14.844179153442, 246.621370315552, 0.434160232544, 23.707866668701
22, 0.285863876343, 14.828681945801, 268.206596374512, 0.681161880493, 23.547887802124
24, 0.336170196533, 16.490221023560, 315.324783325195, 1.243352890015, 25.238990783691
26, 0.319957733154, 21.250486373901, 430.886030197144, 0.636100769043, 29.958963394165
28, 0.395059585571, 15.003919601440, 331.309080123901, 0.585317611694, 23.643016815186
30, 0.372886657715, 41.453123092651, 796.499013900757, 0.508069992065, 49.968004226685
32, 0.315904617310, 49.034833908081, 1002.381086349487, 0.468969345093, 57.566881179810
