Allocated computing node compute-641-5
Eth Network

Running for COO Matrix Size 1024 x 1024
Running for Vector Size  1024
For each PPN we made 5 time measurements and each value presented on the following table are the median of them.

PPN, Total Time BCast,		Total Time MPI_Send,	Total Time MPI_Recv,	Computation Total Time, Slowest Process Time
2, 0.061988830566, 0.852108001709, 3.793001174927, 0.493049621582, 4.284858703613
4, 0.342130661011, 0.940084457397, 4.079103469849, 0.166177749634, 1.867055892944
6, 0.089168548584, 1.036882400513, 4.333972930908, 0.102996826172, 1.344919204712
8, 0.115871429443, 1.129865646362, 5.938768386841, 0.076055526733, 1.410961151123
10, 0.113010406494, 1.186370849609, 7.402420043945, 0.063180923462, 1.446962356567
12, 0.128030776978, 1.326084136963, 9.586334228516, 0.050783157349, 1.574039459229
14, 0.143051147461, 1.305818557739, 11.240005493164, 0.048398971558, 1.554012298584
16, 0.154972076416, 1.404047012329, 13.229846954346, 0.037908554077, 1.633882522583
18, 0.200986862183, 1.598596572876, 17.309427261353, 0.062704086304, 1.870155334473
20, 0.205993652344, 1.691818237305, 19.427776336670, 0.065326690674, 1.913070678711
22, 0.216960906982, 1.757860183716, 22.996187210083, 0.050783157349, 2.024888992310
24, 0.221014022827, 1.935243606567, 27.504205703735, 0.057697296143, 2.208948135376
26, 0.226020812988, 30.117273330688, 427.457809448242, 0.053405761719, 40.210962295532
28, 0.214099884033, 39.900302886963, 628.594160079956, 0.052928924561, 40.115118026733
30, 4.564046859741, 70.660829544067, 1311.828851699829, 0.044107437134, 90.510129928589
32, 5.784988403320, 39.868116378784, 705.554485321045, 0.033617019653, 40.156126022339
