Allocated computing node: compute-641-5
Eth Network

Running for COO Matrix Size 1024 x 1024
Running for Vector Size  1024
For each PPN we made 5 time measurements and each value presented on the following table are the median of them.

PPN, Total Time BCast,		Total Time MPI_Send,	Total Time MPI_Recv,	Computation Total Time, Slowest Process Time
2, 0.061988830566, 0.852108001709, 3.793001174927, 0.493049621582, 4.284858703613
4, 0.342130661011, 0.940084457397, 4.079103469849, 0.166177749634, 1.867055892944
6, 0.089168548584, 1.036882400513, 4.333972930908, 0.102996826172, 1.344919204712
8, 0.115871429443, 1.129865646362, 5.938768386841, 0.076055526733, 1.410961151123
10, 0.113010406494, 1.186370849609, 7.402420043945, 0.063180923462, 1.446962356567
12, 0.128030776978, 1.326084136963, 9.586334228516, 0.050783157349, 1.574039459229
14, 0.143051147461, 1.305818557739, 11.240005493164, 0.048398971558, 1.554012298584
16, 0.154972076416, 1.404047012329, 13.229846954346, 0.037908554077, 1.633882522583
18, 0.200986862183, 1.598596572876, 17.309427261353, 0.062704086304, 1.870155334473
20, 0.205993652344, 1.691818237305, 19.427776336670, 0.065326690674, 1.913070678711
22, 0.216960906982, 1.757860183716, 22.996187210083, 0.050783157349, 2.024888992310
24, 0.221014022827, 1.935243606567, 27.504205703735, 0.057697296143, 2.208948135376
26, 0.226020812988, 30.117273330688, 427.457809448242, 0.053405761719, 40.210962295532
28, 0.214099884033, 39.900302886963, 628.594160079956, 0.052928924561, 40.115118026733
30, 4.564046859741, 70.660829544067, 1311.828851699829, 0.044107437134, 90.510129928589
32, 5.784988403320, 39.868116378784, 705.554485321045, 0.033617019653, 40.156126022339







Running for COO Matrix Size: 2048 x 2048
Running for Vector Size : 2048
For each PPN we made 5 time measurements and each value presented on the following table are the median of them.

PPN, Total Time BCast,		Total Time MPI_Send,	Total Time MPI_Recv,	Computation Total Time, Slowest Process Time
2, 0.411033630371, 3.356933593750, 13.994932174683, 2.138853073120, 16.133785247803 
4, 0.406980514526, 3.293991088867, 15.982151031494, 0.656843185425, 7.244110107422
6, 0.164031982422, 3.373146057129, 21.878004074097, 0.398874282837, 6.642818450928
8, 0.164985656738, 3.155946731567, 25.609731674194, 0.255346298218, 5.836963653564
10, 0.164985656738, 3.410339355469, 30.483961105347, 0.196695327759, 5.857944488525
12, 0.180006027222, 3.646612167358, 36.750793457031, 0.163316726685, 6.001949310303
14, 0.190973281860, 3.739118576050, 33.683538436890, 0.140905380249, 4.812002182007
16, 0.247001647949, 3.890752792358, 39.136409759521, 0.128746032715, 4.912853240967
18, 0.262975692749, 3.877162933350, 46.239137649536, 0.295162200928, 4.956960678101
20, 0.209808349609, 4.729270935059, 63.127517700195, 0.189304351807, 5.713939666748
22, 0.231981277466, 4.195690155029, 60.373544692993, 0.166893005371, 5.143880844116
24, 0.248193740845, 4.208803176880, 64.196348190308, 0.152587890625, 5.225896835327
26, 0.236034393311, 30.946731567383, 572.946786880493, 0.151395797729, 31.864881515503
28, 0.334978103638, 4.585981369019, 81.808328628540, 0.163793563843, 5.666017532349
30, 0.282049179077, 69.660902023315, 833.823442459106, 0.147581100464, 70.654869079590
32, 0.278949737549, 50.733566284180, 856.584548950195, 0.129938125610, 51.702976226807




Running for COO Matrix Size: 4096 x 4096
Running for Vector Size : 4096
For each PPN we made 5 time measurements and each value presented on the following table are the median of them.

PPN, Total Time BCast,		Total Time MPI_Send,	Total Time MPI_Recv,	Computation Total Time, Slowest Process Time
2, 0.344991683960, 11.039018630981, 45.947074890137, 7.435083389282, 53.382158279419
4, 0.393152236938, 11.568069458008, 62.547922134399, 2.772092819214, 28.634071350098
6, 0.177860260010, 11.942148208618, 83.724021911621, 1.538753509521, 25.528907775879
8, 0.213146209717, 11.887311935425, 102.375507354736, 1.039505004883, 23.648977279663
10, 0.203132629395, 12.620687484741, 118.132114410400, 0.800132751465, 22.783041000366
12, 0.220060348511, 13.390302658081, 141.453981399536, 0.665664672852, 23.062944412231
14, 0.241041183472, 13.719558715820, 161.689043045044, 0.558137893677, 22.882938385010
16, 0.267028808594, 13.984918594360, 184.121608734131, 0.488519668579, 22.929906845093
18, 0.308990478516, 14.117479324341, 213.394403457642, 0.850200653076, 23.059129714966
20, 0.310897827148, 14.844179153442, 246.621370315552, 0.434160232544, 23.707866668701
22, 0.285863876343, 14.828681945801, 268.206596374512, 0.681161880493, 23.547887802124
24, 0.336170196533, 16.490221023560, 315.324783325195, 1.243352890015, 25.238990783691
26, 0.319957733154, 21.250486373901, 430.886030197144, 0.636100769043, 29.958963394165
28, 0.395059585571, 15.003919601440, 331.309080123901, 0.585317611694, 23.643016815186
30, 0.372886657715, 41.453123092651, 796.499013900757, 0.508069992065, 49.968004226685
32, 0.315904617310, 49.034833908081, 1002.381086349487, 0.468969345093, 57.566881179810
